FECAPU,CUEAPU,CONAPU,IMPAPU,IMEAPU,D-HAPU,DEPAPU,Mes,Año,Franquiciado
2025-01-05,4000001,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250000232",9978.92,9978.92,H,5740,1,2025,321
2025-01-05,4000001,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250000233",-73.76,-73.76,H,5740,1,2025,321
2025-01-15,4000001,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250001728",10752.32,10752.32,H,5740,1,2025,321
2025-01-15,4000001,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250001729",4762.88,4762.88,H,5740,1,2025,321
2025-01-25,4000001,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250004771",3667.44,3667.44,H,5740,1,2025,321
2025-01-25,4000001,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250004772",13928.88,13928.88,H,5740,1,2025,321
2025-01-25,4000001,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250004773",9394.88,9394.88,H,5740,1,2025,321
2025-01-31,4000001,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250008067",16779.73,16779.73,H,5740,1,2025,321
2025-01-31,4000001,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250008068",9054.99,9054.99,H,5740,1,2025,321
2025-01-31,4000001,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250008069",-55.32,-55.32,H,5740,1,2025,321
2025-01-31,4000001,"CENTROS COMERCIALES CARREFOUR, SA:FU0961N250008070",-16658.46,-16658.46,H,5740,1,2025,321
2025-01-28,4000001,INCENTIVOS POR TASA DE INTEGRACION 12/2024 SEC 11,-2587.04,-2587.04,H,5740,1,2025,321
2025-01-23,4000001,CENTROS COMERCIALES  S. FRA:  0020500328,0.06,0.06,H,5740,1,2025,321
2025-01-23,4000001,CENTROS COMERCIALES  S. FRA:  0020500325,7.66,7.66,H,5740,1,2025,321
2025-01-23,4000001,CENTROS COMERCIALES  S. FRA:  0020500322,10.85,10.85,H,5740,1,2025,321
2025-01-23,4000001,CENTROS COMERCIALES  S. FRA:  0020500326,0.06,0.06,H,5740,1,2025,321
2025-01-23,4000001,CENTROS COMERCIALES  S. FRA:  0020500324,6.21,6.21,H,5740,1,2025,321
2025-01-23,4000001,CENTROS COMERCIALES  S. FRA:  0020500323,3.44,3.44,H,5740,1,2025,321
2025-01-23,4000001,CENTROS COMERCIALES  S. FRA:  0020500321,1.38,1.38,H,5740,1,2025,321
2025-01-03,4000001,CENTROS COMERCIALES  S. FRA:  0103000281,-44.2,-44.2,H,5740,1,2025,321
2025-01-29,4000001,RAPPEL MENSUAL 12/2024 SEC 11 TDA 6232 IVA SUPERRE,-1.03,-1.03,H,5740,1,2025,321
2025-01-29,4000001,RAPPEL MENSUAL 12/2024 SEC 10 TDA 6232 IVA REDUCID,-359.16,-359.16,H,5740,1,2025,321
2025-01-29,4000001,RAPPEL MENSUAL 12/2024 SEC 10 TDA 6232 IVA GENERAL,-433.87,-433.87,H,5740,1,2025,321
2025-01-29,4000001,RAPPEL MENSUAL 12/2024 SEC 10 TDA 6232 IVA 2%,-34.74,-34.74,H,5740,1,2025,321
2025-01-30,4000001,INCENTIVOS POR CORRECTA SEÑALIZACIÓN 12/2024 SEC 1,-291.62,-291.62,H,5740,1,2025,321
2025-01-30,4000001,INCENTIVO POR NO TENER ERRORES DE PRECIO 12/2024 S,-291.61,-291.61,H,5740,1,2025,321
2025-01-30,4000001,INCENTIVOS POR RESOLUCION LITIGIOS 12/2024 SEC 15,-291.58,-291.58,H,5740,1,2025,321
2025-01-30,4000001,INCENTIVOS POR NO TENER PRODUCTO CADUCADO 12/2024,-291.62,-291.62,H,5740,1,2025,321
